DATE,SUBJECT,INTERVAL,LOCATION,Locomotion,Behaviour
10/20/2021,B,1,C,W,
10/20/2021,B,2,C,S,SL
10/20/2021,B,3,C,S,SL
10/20/2021,B,4,C,S,SL
10/20/2021,Z,1,PW,S,SL
10/20/2021,Z,2,PW,S,SL
10/20/2021,Z,2,PW,S,IN-P
10/20/2021,Z,3,PW,S,
10/20/2021,Z,3,PW,W,
10/20/2021,Z,4,PW,S,
10/20/2021,G,1,PW,W,
10/20/2021,G,1,PW,S,
10/20/2021,G,2,PW,S,
10/20/2021,G,3,PW,S,SL
10/20/2021,G,4,PW,S,SL
10/20/2021,H,1,PW,S,
10/20/2021,H,2,PW,S,SL
10/20/2021,H,3,PW,S,SL
10/20/2021,H,4,PW,S,SL
10/20/2021,PE,1,PW,S,
10/20/2021,PE,1,PW,S,P
10/20/2021,PE,1,PW,W,
10/20/2021,PE,2,PW,S,
10/20/2021,PE,2,PW,W,
10/20/2021,PE,3,PW,S,
10/20/2021,PE,4,PW,S,P
10/20/2021,PA,1,PW,S,SL
10/20/2021,PA,2,PW,S,
10/20/2021,PA,3,PW,S,SL
10/20/2021,PA,4,PW,S,SL
10/22/2021,PI,1,R,S,SL
10/22/2021,PI,2,R,S,SL
10/22/2021,PI,3,R,S,SL
10/22/2021,PI,4,R,S,SL
10/22/2021,Y,1,C,S,SL
10/22/2021,Y,2,C,S,SL
10/22/2021,Y,3,C,S,SL
10/22/2021,Y,4,C,S,SL
10/22/2021,B,1,C,S,SL
10/22/2021,B,2,C,S,SL
10/22/2021,B,3,C,S,SL
10/22/2021,B,4,C,S,SL
10/22/2021,P,1,C,S,
10/22/2021,P,2,C,S,SL
10/22/2021,P,3,C,S,SL
10/22/2021,P,4,C,S,SL
10/22/2021,A,1,PW,S,
10/22/2021,A,2,PW,S,
10/22/2021,A,3,PW,S,
10/22/2021,A,3,PW,W,
10/22/2021,A,4,PW,S,IN-P
10/22/2021,AI,1,PW,S,SL
10/22/2021,AI,2,PW,S,SL
10/22/2021,AI,3,PW,S,SL
10/22/2021,AI,4,PW,S,SL
10/22/2021,BR,1,PW,S,SL
10/22/2021,BR,2,PW,S,SL
10/22/2021,BR,3,PW,S,SL
10/22/2021,BR,4,PW,S,SL
10/22/2021,BR,4,PW,S,
10/22/2021,S,1,R,S,SL
10/22/2021,S,2,R,S,SL
10/22/2021,S,3,R,S,SL
10/22/2021,S,4,R,S,SL
10/25/2021,PI,1,R,S,SL
10/25/2021,PI,2,R,S,SL
10/25/2021,PI,3,R,S,SL
10/25/2021,PI,3,R,S,
10/25/2021,PI,4,R,S,SL
10/25/2021,PI,4,R,S,P
10/25/2021,Y,1,R,S,SL
10/25/2021,Y,2,R,S,SL
10/25/2021,Y,3,R,S,SL
10/25/2021,Y,4,R,S,SL
10/25/2021,B,1,C,S,SL
10/25/2021,B,2,C,L,SL
10/25/2021,B,3,C,L,SL
10/25/2021,B,4,C,L,SL
10/25/2021,P,1,C,S,SL
10/25/2021,P,2,C,S,SL
10/25/2021,P,3,C,S,SL
10/25/2021,P,4,C,S,SL
10/25/2021,A,1,PW,S,SL
10/25/2021,A,2,PW,S,SL
10/25/2021,A,3,PW,S,SL
10/25/2021,A,4,PW,S,SL
10/25/2021,AI,1,PW,S,SL
10/25/2021,AI,2,PW,S,SL
10/25/2021,AI,3,PW,S,SL
10/25/2021,AI,4,PW,S,SL
10/25/2021,BR,1,PW,S,SL
10/25/2021,BR,2,PW,S,SL
10/25/2021,BR,3,PW,S,SL
10/25/2021,BR,4,PW,S,SL
10/25/2021,S,1,R,S,SL
10/25/2021,S,2,R,S,SL
10/25/2021,S,3,R,S,SL
10/25/2021,S,4,R,S,SL
10/26/2021,PI,1,R,S,SL
10/26/2021,PI,2,R,S,SL
10/26/2021,PI,3,R,S,SL
10/26/2021,PI,3,R,S,
10/26/2021,PI,4,R,S,SL
10/26/2021,PI,4,R,P,
10/26/2021,Y,1,R,S,SL
10/26/2021,Y,2,R,S,SL
10/26/2021,Y,3,R,S,SL
10/26/2021,Y,4,R,S,SL
10/26/2021,B,1,C,L,SL
10/26/2021,B,2,C,L,SL
10/26/2021,B,3,C,L,SL
10/26/2021,B,4,C,L,SL
10/26/2021,P,1,C,S,SL
10/26/2021,P,2,C,S,SL
10/26/2021,P,3,C,S,SL
10/26/2021,P,4,C,S,SL
10/26/2021,Z,1,PW,S,SL
10/26/2021,Z,2,PW,S,SL
10/26/2021,Z,3,PW,S,SL
10/26/2021,Z,4,PW,S,SL
10/26/2021,G,1,C,S,SL
10/26/2021,G,2,PW,W,
10/26/2021,G,2,PW,S,
10/26/2021,G,3,PW,S,SL
10/26/2021,G,3,PW,W,
10/26/2021,G,3,PW,S,
10/26/2021,G,4,PW,S,SL
10/26/2021,H,1,R,S,SL
10/26/2021,H,2,PW,S,P
10/26/2021,H,3,PW,S,P
10/26/2021,H,4,PW,S,SL
10/26/2021,PE,1,PW,S,SL
10/26/2021,PE,2,PW,S,SL
10/26/2021,PE,3,PW,S,SL
10/26/2021,PE,4,PW,S,SL
10/26/2021,PA,1,R,S,SL
10/26/2021,PA,2,R,S,SL
10/26/2021,PA,3,R,S,SL
10/26/2021,PA,4,R,S,SL
10/27/2021,PI,1,R,S,SL
10/27/2021,PI,2,R,S,SL
10/27/2021,PI,3,R,S,SL
10/27/2021,PI,4,R,S,SL
10/27/2021,Y,1,C,S,SL
10/27/2021,Y,2,C,S,
10/27/2021,Y,3,C,S,SL
10/27/2021,Y,4,C,S,SL
10/27/2021,B,1,C,S,SL
10/27/2021,B,1,C,S,
10/27/2021,B,2,C,L,
10/27/2021,B,3,C,L,
10/27/2021,B,3,C,L,SL
10/27/2021,B,4,C,L,SL
10/27/2021,P,1,C,S,SL
10/27/2021,P,2,C,S,SL
10/27/2021,P,3,C,S,SL
10/27/2021,P,4,C,S,SL
10/27/2021,A,1,PW,S,SL
10/27/2021,A,2,PW,S,
10/27/2021,A,3,PW,S,
10/27/2021,A,3,PW,S,SL
10/27/2021,A,4,PW,S,SL
10/27/2021,AI,1,PW,S,IN-P
10/27/2021,AI,1,PW,S,
10/27/2021,AI,2,PW,S,
10/27/2021,AI,3,PW,S,SL
10/27/2021,AI,4,PW,S,SL
10/27/2021,BR,1,S,SL,
10/27/2021,BR,2,S,P,
10/27/2021,BR,2,S,,
10/27/2021,BR,3,S,SL,
10/27/2021,BR,4,S,SL,
10/27/2021,S,1,R,S,SL
10/27/2021,S,2,R,S,
10/27/2021,S,2,R,S,SL
10/27/2021,S,3,R,S,SL
10/27/2021,S,4,R,S,SL
10/29/2021,PI,1,R,S,SL
10/29/2021,PI,2,R,S,SL
10/29/2021,PI,3,R,S,SL
10/29/2021,PI,4,R,S,SL
10/29/2021,Y,1,C,S,SL
10/29/2021,Y,2,C,S,SL
10/29/2021,Y,3,C,S,SL
10/29/2021,Y,4,C,S,SL
10/29/2021,B,1,C,L,SL
10/29/2021,B,1,C,S,
10/29/2021,B,2,C,L,
10/29/2021,B,3,C,L,
10/29/2021,B,3,C,L,SL
10/29/2021,B,4,C,L,SL
10/29/2021,P,1,C,S,SL
10/29/2021,P,2,C,S,SL
10/29/2021,P,3,C,S,SL
10/29/2021,P,4,C,S,SL
10/29/2021,Z,1,PW,S,SL
10/29/2021,Z,2,PW,S,SL
10/29/2021,Z,3,PW,S,SL
10/29/2021,Z,4,PW,S,SL
10/29/2021,G,1,PW,S,SL
10/29/2021,G,2,PW,S,
10/29/2021,G,3,PW,S,SL
10/29/2021,G,4,PW,S,
10/29/2021,G,4,PW,S,P
10/29/2021,H,1,PW,S,SL
10/29/2021,H,2,PW,S,SL
10/29/2021,H,3,PW,S,P
10/29/2021,H,4,PW,S,SL
10/29/2021,PE,1,PW,S,
10/29/2021,PE,2,PW,S,SL
10/29/2021,PE,3,PW,S,SL
10/29/2021,PE,4,PW,S,SL
10/29/2021,PA,1,PW,S,SL
10/29/2021,PA,2,PW,S,SL
10/29/2021,PA,3,PW,S,P
10/29/2021,PA,3,PW,W,
10/29/2021,PA,3,PW,S,P
10/29/2021,PA,4,PW,S,P
